TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2025-12-31 21:27:53,1767216473124,mircal-webapp.vercel.app/api/webhook,POST,userId=caf1fe81-4f91-4146-913c-3b38b0baf145&accountId=apn_EOhWwKo&calendarId=primary,500,gq54m-1767216352855-4307b2f754fe,pipedream/1,error,production,main,MISS,serverless,/api/webhook,mircal-webapp.vercel.app,mircal-webapp.vercel.app,dpl_7JydBpUF1NcNUJaVipBcihWfnqKZ,,,,,"Error processing webhook: ej [Error]: TooManyRequestsError
Status code: 429
Body: {
  ""ok"": false,
  ""error"": {
    ""reason"": ""non-json"",
    ""statusCode"": 429,
    ""rawBody"": ""Throttled\n""
  }
}
    at oV.<anonymous> (/var/task/.next/server/chunks/431.js:1:104170)
    at Generator.next (<anonymous>)
    at s (/var/task/.next/server/chunks/431.js:1:102279)
    at process.processTicksAndRejections (node:internal/process/task_queues:105:5) {
  statusCode: 429,
  body: {
    ok: false,
    error: { reason: 'non-json', statusCode: 429, rawBody: 'Throttled\n' }
  },
  rawResponse: {
    headers: Headers {
      date: 'Wed, 31 Dec 2025 21:27:53 GMT',
      'transfer-encoding': 'chunked',
      connection: 'keep-alive',
      'retry-after': '127',
      'x-ratelimit-limit': '1000',
      'x-ratelimit-remaining': '0',
      'x-ratelimit-reset': '1767216600',
      vary: 'Accept-Encoding, Origin',
      'content-encoding': 'gzip',
      'cache-control': 'no-cache',
      'x-request-id': '3a5fbe94-3f7c-4fa7-9d13-fbc58a157240',
      'x-runtime': '0.046297'
    },
    redirected: false,
    status: 429,
    statusText: 'Too Many Requests',
    type: 'basic',
    url: 'https://api.pipedream.com/v1/connect/proj_9lsvmjZ/proxy/aHR0cHM6Ly93d3cuZ29vZ2xlYXBpcy5jb20vY2FsZW5kYXIvdjMvY2FsZW5kYXJzL3ByaW1hcnkvZXZlbnRzLzA1bnYwbzFtaGgybTlydjhtNjVjOW5uZTJv?external_user_id=caf1fe81-4f91-4146-913c-3b38b0baf145&account_id=apn_EOhWwKo'
  }
}",prj_qNboj6Tc5VprvUsAdjmjgwl0pEUN,,,,,
2025-12-31 21:25:52,1767216352855,mircal-webapp.vercel.app/api/webhook,POST,userId=caf1fe81-4f91-4146-913c-3b38b0baf145&accountId=apn_EOhWwKo&calendarId=primary,500,gq54m-1767216352855-4307b2f754fe,pipedream/1,,production,main,MISS,serverless,/api/webhook,mircal-webapp.vercel.app,mircal-webapp.vercel.app,dpl_7JydBpUF1NcNUJaVipBcihWfnqKZ,120256,iad1,493,2048,,prj_qNboj6Tc5VprvUsAdjmjgwl0pEUN,,,01KDV4R1AY664Z4ZGDWP3DVG2W,XEME5gPU0Zem,10
2025-12-31 21:25:52,1767216352865,mircal-webapp.vercel.app/api/webhook,POST,userId=caf1fe81-4f91-4146-913c-3b38b0baf145&accountId=apn_EOhWwKo&calendarId=primary,500,2rhkx-1767216352855-a54042376928,pipedream/1,info,production,main,MISS,serverless,/api/webhook,mircal-webapp.vercel.app,mircal-webapp.vercel.app,dpl_7JydBpUF1NcNUJaVipBcihWfnqKZ,,,,,"Webhook received: {
  ""kind"": ""calendar#event"",
  ""etag"": ""\""3534432614751774\"""",
  ""id"": ""o25mmqq9o0sgbii3vbecvcimns"",
  ""status"": ""confirmed"",
  ""htmlLink"": ""https://www.google.com/calendar/event?eid=bzI1bW1xcTlvMHNnYmlpM3ZiZWN2Y2ltbnMgbmlja0ByYXhkaWdpdGFsLmNvbQ"",
  ""created"": ""2025-12-31T21:25:07.000Z"",
  ""updated"": ""2025-12-31T21:25:07.375Z"",
  ""summary"": ""Busy"",
  ""colorId"": ""1"",
  ""creator"": {
    ""email"": ""nick@raxdigital.com"",
    ""self"": true
  },
  ""organizer"": {
    ""email"": ""nick@raxdigital.com"",
    ""self"": true
  },
  ""start"": {
    ""date"": ""2037-11-11""
  },
  ""end"": {
    ""date"": ""2037-11-12""
  },
  ""visibility"": ""private"",
  ""iCalUID"": ""o25mmqq9o0sgbii3vbecvcimns@google.com"",
  ""sequence"": 0,
  ""extendedProperties"": {
    ""private"": {
      ""mircal_source_account_id"": ""apn_yghdj3b"",
      ""mircal_source_event_id"": ""g1flamad5lgk191lvs2t467i6c_20371111T000000Z"",
      ""mircal_source_calendar_id"": ""primary"",
      ""mircal_is_mirror"": ""true"",
      ""mircal_recurring_event_id"": ""g1flamad5lgk191lvs2t467i6c""
    }
  },
  ""reminders"": {
    ""useDefault"": false,
    ""overrides"": [
      {
        ""method"": ""popup"",
        ""minutes"": 10
      }
    ]
  },
  ""eventType"": ""default""
}",prj_qNboj6Tc5VprvUsAdjmjgwl0pEUN,,,,,
2025-12-31 21:25:52,1767216352865,mircal-webapp.vercel.app/api/webhook,POST,userId=caf1fe81-4f91-4146-913c-3b38b0baf145&accountId=apn_EOhWwKo&calendarId=primary,500,2rhkx-1767216352855-a54042376928,pipedream/1,info,production,main,MISS,serverless,/api/webhook,mircal-webapp.vercel.app,mircal-webapp.vercel.app,dpl_7JydBpUF1NcNUJaVipBcihWfnqKZ,,,,,"Metadata from query params: {
  userId: 'caf1fe81-4f91-4146-913c-3b38b0baf145',
  accountId: 'apn_EOhWwKo',
  calendarId: 'primary'
}",prj_qNboj6Tc5VprvUsAdjmjgwl0pEUN,,,,,
2025-12-31 21:27:53,1767216473091,mircal-webapp.vercel.app/api/webhook,POST,userId=caf1fe81-4f91-4146-913c-3b38b0baf145&accountId=apn_EOhWwKo&calendarId=primary,500,2rhkx-1767216352855-a54042376928,pipedream/1,error,production,main,MISS,serverless,/api/webhook,mircal-webapp.vercel.app,mircal-webapp.vercel.app,dpl_7JydBpUF1NcNUJaVipBcihWfnqKZ,,,,,"Error processing webhook: ej [Error]: TooManyRequestsError
Status code: 429
Body: {
  ""ok"": false,
  ""error"": {
    ""reason"": ""non-json"",
    ""statusCode"": 429,
    ""rawBody"": ""Throttled\n""
  }
}
    at oV.<anonymous> (/var/task/.next/server/chunks/431.js:1:104170)
    at Generator.next (<anonymous>)
    at s (/var/task/.next/server/chunks/431.js:1:102279)
    at process.processTicksAndRejections (node:internal/process/task_queues:105:5) {
  statusCode: 429,
  body: {
    ok: false,
    error: { reason: 'non-json', statusCode: 429, rawBody: 'Throttled\n' }
  },
  rawResponse: {
    headers: Headers {
      date: 'Wed, 31 Dec 2025 21:27:53 GMT',
      'transfer-encoding': 'chunked',
      connection: 'keep-alive',
      'retry-after': '127',
      'x-ratelimit-limit': '1000',
      'x-ratelimit-remaining': '0',
      'x-ratelimit-reset': '1767216600',
      vary: 'Accept-Encoding, Origin',
      'content-encoding': 'gzip',
      'cache-control': 'no-cache',
      'x-request-id': 'c9898e28-adc1-4cce-a1ff-11b2bd567005',
      'x-runtime': '0.052951'
    },
    redirected: false,
    status: 429,
    statusText: 'Too Many Requests',
    type: 'basic',
    url: 'https://api.pipedream.com/v1/connect/proj_9lsvmjZ/proxy/aHR0cHM6Ly93d3cuZ29vZ2xlYXBpcy5jb20vY2FsZW5kYXIvdjMvY2FsZW5kYXJzL3ByaW1hcnkvZXZlbnRzL28yNW1tcXE5bzBzZ2JpaTN2YmVjdmNpbW5z?external_user_id=caf1fe81-4f91-4146-913c-3b38b0baf145&account_id=apn_EOhWwKo'
  }
}",prj_qNboj6Tc5VprvUsAdjmjgwl0pEUN,,,,,
2025-12-31 21:25:52,1767216352855,mircal-webapp.vercel.app/api/webhook,POST,userId=caf1fe81-4f91-4146-913c-3b38b0baf145&accountId=apn_EOhWwKo&calendarId=primary,500,2rhkx-1767216352855-a54042376928,pipedream/1,,production,main,MISS,serverless,/api/webhook,mircal-webapp.vercel.app,mircal-webapp.vercel.app,dpl_7JydBpUF1NcNUJaVipBcihWfnqKZ,120230,iad1,345,2048,,prj_qNboj6Tc5VprvUsAdjmjgwl0pEUN,,,01KDV4R66K0MWEWNJKFVXSB145,zr4riaOxoHaK,20
2025-12-31 21:25:49,1767216349842,mircal-webapp.vercel.app/api/webhook,POST,userId=caf1fe81-4f91-4146-913c-3b38b0baf145&accountId=apn_EOhWwKo&calendarId=primary,500,v5r6m-1767216349831-a8067d99c739,pipedream/1,info,production,main,MISS,serverless,/api/webhook,mircal-webapp.vercel.app,mircal-webapp.vercel.app,dpl_7JydBpUF1NcNUJaVipBcihWfnqKZ,,,,,"Webhook received: {
  ""kind"": ""calendar#event"",
  ""etag"": ""\""3534432612801438\"""",
  ""id"": ""65r2mqah7sjgklat3378an3sak"",
  ""status"": ""confirmed"",
  ""htmlLink"": ""https://www.google.com/calendar/event?eid=NjVyMm1xYWg3c2pna2xhdDMzNzhhbjNzYWsgbmlja0ByYXhkaWdpdGFsLmNvbQ"",
  ""created"": ""2025-12-31T21:25:06.000Z"",
  ""updated"": ""2025-12-31T21:25:06.400Z"",
  ""summary"": ""Busy"",
  ""colorId"": ""1"",
  ""creator"": {
    ""email"": ""nick@raxdigital.com"",
    ""self"": true
  },
  ""organizer"": {
    ""email"": ""nick@raxdigital.com"",
    ""self"": true
  },
  ""start"": {
    ""date"": ""2040-11-11""
  },
  ""end"": {
    ""date"": ""2040-11-12""
  },
  ""visibility"": ""private"",
  ""iCalUID"": ""65r2mqah7sjgklat3378an3sak@google.com"",
  ""sequence"": 0,
  ""extendedProperties"": {
    ""private"": {
      ""mircal_source_account_id"": ""apn_lmhBEJD"",
      ""mircal_source_event_id"": ""poq52sh0d4bcgfk9qg0teimp58_20401111T000000Z"",
      ""mircal_source_calendar_id"": ""primary"",
      ""mircal_is_mirror"": ""true"",
      ""mircal_recurring_event_id"": ""poq52sh0d4bcgfk9qg0teimp58""
    }
  },
  ""reminders"": {
    ""useDefault"": false,
    ""overrides"": [
      {
        ""method"": ""popup"",
        ""minutes"": 10
      }
    ]
  },
  ""eventType"": ""default""
}",prj_qNboj6Tc5VprvUsAdjmjgwl0pEUN,,,,,
2025-12-31 21:25:49,1767216349842,mircal-webapp.vercel.app/api/webhook,POST,userId=caf1fe81-4f91-4146-913c-3b38b0baf145&accountId=apn_EOhWwKo&calendarId=primary,500,v5r6m-1767216349831-a8067d99c739,pipedream/1,info,production,main,MISS,serverless,/api/webhook,mircal-webapp.vercel.app,mircal-webapp.vercel.app,dpl_7JydBpUF1NcNUJaVipBcihWfnqKZ,,,,,"Metadata from query params: {
  userId: 'caf1fe81-4f91-4146-913c-3b38b0baf145',
  accountId: 'apn_EOhWwKo',
  calendarId: 'primary'
}",prj_qNboj6Tc5VprvUsAdjmjgwl0pEUN,,,,,
2025-12-31 21:27:50,1767216470016,mircal-webapp.vercel.app/api/webhook,POST,userId=caf1fe81-4f91-4146-913c-3b38b0baf145&accountId=apn_EOhWwKo&calendarId=primary,500,v5r6m-1767216349831-a8067d99c739,pipedream/1,error,production,main,MISS,serverless,/api/webhook,mircal-webapp.vercel.app,mircal-webapp.vercel.app,dpl_7JydBpUF1NcNUJaVipBcihWfnqKZ,,,,,"Error processing webhook: ej [Error]: TooManyRequestsError
Status code: 429
Body: {
  ""ok"": false,
  ""error"": {
    ""reason"": ""non-json"",
    ""statusCode"": 429,
    ""rawBody"": ""Throttled\n""
  }
}
    at oV.<anonymous> (/var/task/.next/server/chunks/431.js:1:104170)
    at Generator.next (<anonymous>)
    at s (/var/task/.next/server/chunks/431.js:1:102279)
    at process.processTicksAndRejections (node:internal/process/task_queues:105:5) {
  statusCode: 429,
  body: {
    ok: false,
    error: { reason: 'non-json', statusCode: 429, rawBody: 'Throttled\n' }
  },
  rawResponse: {
    headers: Headers {
      date: 'Wed, 31 Dec 2025 21:27:50 GMT',
      'transfer-encoding': 'chunked',
      connection: 'keep-alive',
      'retry-after': '131',
      'x-ratelimit-limit': '1000',
      'x-ratelimit-remaining': '0',
      'x-ratelimit-reset': '1767216600',
      vary: 'Accept-Encoding, Origin',
      'content-encoding': 'gzip',
      'cache-control': 'no-cache',
      'x-request-id': 'c54159a0-f45d-486c-b1da-f1f493245886',
      'x-runtime': '0.046626'
    },
    redirected: false,
    status: 429,
    statusText: 'Too Many Requests',
    type: 'basic',
    url: 'https://api.pipedream.com/v1/connect/proj_9lsvmjZ/proxy/aHR0cHM6Ly93d3cuZ29vZ2xlYXBpcy5jb20vY2FsZW5kYXIvdjMvY2FsZW5kYXJzL3ByaW1hcnkvZXZlbnRzLzY1cjJtcWFoN3NqZ2tsYXQzMzc4YW4zc2Fr?external_user_id=caf1fe81-4f91-4146-913c-3b38b0baf145&account_id=apn_EOhWwKo'
  }
}",prj_qNboj6Tc5VprvUsAdjmjgwl0pEUN,,,,,
2025-12-31 21:25:49,1767216349831,mircal-webapp.vercel.app/api/webhook,POST,userId=caf1fe81-4f91-4146-913c-3b38b0baf145&accountId=apn_EOhWwKo&calendarId=primary,500,v5r6m-1767216349831-a8067d99c739,pipedream/1,,production,main,MISS,serverless,/api/webhook,mircal-webapp.vercel.app,mircal-webapp.vercel.app,dpl_7JydBpUF1NcNUJaVipBcihWfnqKZ,120178,iad1,486,2048,,prj_qNboj6Tc5VprvUsAdjmjgwl0pEUN,,,01KDV4R66DXHCB5M933MCPYB2Z,ON2cLbU3I4rY,11
